id;title;creator;season;year_start;year_end;genre;streaming;rating;notes;watched;watched_date
1;CSI: NY;Anthony E. Zuiker, Ann Donahue, Carol Mendelsohn;1;2004;;Crime;;7.356;;True;2025-09-03
